Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"SA2 (EN) by RNTRD Rent (weekly) Ranges by HIND Total Household Income (weekly)"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" Braidwood"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"$200-$224",0,0,0,0,0,4,5,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,
"$225-$249",0,0,0,0,0,4,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,
"$250-$274",0,0,0,0,3,0,13,9,12,13,3,8,8,4,9,0,0,4,0,0,0,0,7,6,0,91,
"$275-$299",0,3,0,0,0,4,0,7,5,4,0,0,3,5,5,3,0,0,0,0,0,0,4,0,0,38,
"$300-$324",0,0,0,0,0,3,6,10,10,14,6,5,7,11,4,3,4,0,0,0,0,0,7,0,0,96,
"$325-$349",0,0,0,0,0,0,4,0,4,8,15,4,3,5,5,4,3,0,0,0,0,0,0,0,0,55,
"$350-$374",0,0,0,0,0,0,4,3,4,4,6,4,5,7,10,0,0,0,0,0,0,0,4,0,0,56,
"$375-$399",0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,18,
"$400-$424",0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,0,0,0,3,0,0,4,0,0,24,
"$425-$449",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$450-$474",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,
"$500-$524",0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,14,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$550-$649",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"$650-$749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Not stated",0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
"Not applicable",8,24,15,21,34,142,85,169,174,176,203,166,173,358,283,213,131,71,83,50,30,8,199,42,269,3141,
"Total",12,33,16,35,51,176,133,214,221,230,252,189,199,414,331,239,144,78,86,51,31,6,241,55,271,3698,


" Gawler - South"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
"$75-$99",0,0,0,4,12,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
"$100-$124",0,0,0,7,33,73,8,5,10,5,4,3,0,3,0,0,0,0,0,0,0,0,3,4,0,171,
"$125-$149",0,0,0,6,3,9,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,54,
"$150-$174",0,0,0,6,4,4,6,10,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,
"$175-$199",0,0,0,0,8,15,8,10,6,9,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,68,
"$200-$224",0,0,0,3,10,21,22,8,22,18,9,5,3,3,0,0,0,0,0,0,0,0,0,0,0,136,
"$225-$249",0,0,0,0,5,16,31,18,17,18,16,6,4,5,0,0,0,0,0,0,0,0,5,0,0,153,
"$250-$274",0,3,0,7,11,18,32,38,34,30,41,26,21,25,15,4,0,0,5,0,0,0,22,4,0,344,
"$275-$299",0,0,0,0,6,6,23,36,26,33,23,16,9,19,4,4,0,0,0,0,0,0,4,5,0,228,
"$300-$324",0,3,0,0,10,16,24,35,34,55,45,30,26,27,18,6,0,3,0,0,0,0,13,0,0,344,
"$325-$349",0,0,0,0,5,12,16,12,17,32,14,21,11,35,9,3,5,0,5,0,0,0,14,0,0,211,
"$350-$374",0,0,0,0,3,7,4,12,18,17,32,17,14,30,13,13,4,3,0,3,0,0,16,0,0,211,
"$375-$399",0,0,0,0,5,9,13,3,5,10,0,8,13,6,5,6,4,6,5,7,0,0,9,5,0,99,
"$400-$424",0,0,0,0,0,5,3,6,5,4,10,0,10,16,10,0,0,0,0,0,0,0,3,0,0,71,
"$425-$449",0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,4,0,0,7,0,0,19,
"$450-$474",0,0,0,0,0,0,0,0,0,5,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,37,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,13,
"$500-$524",0,0,0,0,0,0,0,0,4,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,25,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$550-$649",0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,20,
"$650-$749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"Not stated",3,4,3,10,3,11,5,7,5,3,9,0,8,4,0,0,0,0,0,0,0,0,8,16,9,97,
"Not applicable",15,68,33,57,118,451,336,487,432,495,491,355,356,754,500,319,230,109,132,87,64,12,316,117,824,7159,
"Total",27,93,51,110,235,678,548,700,654,735,712,499,476,948,587,366,255,122,151,104,63,14,436,167,834,9580,


" Lewiston - Two Wells"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"$75-$99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"$100-$124",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$125-$149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$150-$174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"$175-$199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$200-$224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$225-$249",0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"$250-$274",0,0,0,0,0,0,4,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,
"$275-$299",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,
"$300-$324",0,0,0,0,0,0,0,10,0,3,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,25,
"$325-$349",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$350-$374",0,0,0,0,0,0,8,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,
"$375-$399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$400-$424",0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,5,0,0,18,
"$425-$449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$450-$474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,
"$500-$524",0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$550-$649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$650-$749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Not stated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
"Not applicable",9,23,12,7,22,81,53,87,98,111,139,125,134,311,211,147,75,47,45,34,15,4,176,44,192,2203,
"Total",9,27,14,14,29,95,64,103,112,126,165,139,141,327,217,147,77,49,47,36,18,3,186,51,192,2389,


" Craigmore - Blakeview"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"$75-$99",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"$100-$124",0,0,0,0,7,16,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,
"$125-$149",0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,
"$150-$174",0,0,0,0,0,0,4,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
"$175-$199",0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,
"$200-$224",0,0,0,0,0,4,7,6,0,4,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,33,
"$225-$249",0,0,0,0,0,4,6,6,8,0,7,0,0,6,6,0,0,0,0,0,0,0,5,0,0,51,
"$250-$274",0,3,0,0,3,13,9,15,12,13,28,18,15,26,20,9,5,3,0,0,0,0,24,0,0,226,
"$275-$299",0,0,0,0,4,11,20,25,29,27,27,10,10,24,8,9,0,0,0,0,0,0,8,0,0,216,
"$300-$324",0,0,4,7,9,9,26,41,33,48,36,32,25,55,18,5,7,0,0,0,0,0,24,0,0,359,
"$325-$349",0,0,0,6,0,5,12,15,30,23,24,18,16,25,8,0,0,0,0,0,0,0,16,0,0,193,
"$350-$374",0,4,0,0,0,3,5,15,22,22,29,17,25,51,22,7,7,5,0,0,0,0,17,0,0,264,
"$375-$399",0,0,0,0,0,4,6,4,7,17,7,11,15,16,5,10,0,4,0,0,0,0,8,0,0,112,
"$400-$424",0,0,0,0,0,0,0,4,5,4,0,7,7,16,9,3,0,0,0,0,0,0,8,0,0,75,
"$425-$449",0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,0,0,0,5,0,0,16,
"$450-$474",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,0,0,0,0,19,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"$500-$524",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$550-$649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$650-$749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Not stated",0,0,0,0,0,9,4,4,3,5,3,3,3,0,0,0,0,0,0,0,0,0,10,13,0,66,
"Not applicable",11,36,15,23,84,256,167,325,344,419,434,347,353,720,495,347,187,94,79,46,34,7,290,76,463,5632,
"Total",14,50,23,41,123,330,275,476,500,584,613,465,485,947,601,399,212,104,84,48,34,10,417,100,467,7411,


" Davoren Park"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,
"$75-$99",0,0,0,7,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
"$100-$124",0,4,3,8,22,44,10,5,8,5,6,0,0,0,0,0,0,0,0,0,0,0,3,14,0,133,
"$125-$149",0,0,0,0,8,14,0,0,4,9,5,4,0,5,0,0,0,0,0,0,0,0,3,0,0,62,
"$150-$174",0,0,0,6,16,7,16,7,11,3,13,0,0,0,4,0,0,0,0,0,0,0,4,3,0,98,
"$175-$199",0,0,0,0,4,15,18,19,17,11,5,0,4,4,0,0,0,0,0,0,0,0,9,0,0,113,
"$200-$224",0,10,0,5,11,20,31,27,38,23,0,10,8,9,3,0,0,0,0,0,0,0,13,4,0,210,
"$225-$249",0,0,4,4,11,17,24,37,43,37,23,21,14,11,10,4,0,0,0,0,0,0,10,0,0,264,
"$250-$274",0,9,0,10,19,42,49,56,50,71,52,32,16,27,10,7,4,0,0,0,0,0,27,8,0,492,
"$275-$299",0,4,3,5,9,18,44,44,49,62,48,22,26,30,13,8,5,0,0,0,0,0,14,0,0,401,
"$300-$324",0,5,0,5,7,16,31,36,55,52,55,35,31,53,19,5,3,0,0,5,0,0,29,3,0,444,
"$325-$349",0,0,0,0,3,5,5,12,15,24,20,15,16,19,7,3,4,0,0,0,0,0,5,0,0,165,
"$350-$374",0,0,0,0,7,5,4,3,6,15,17,15,8,22,3,9,0,0,3,0,0,0,17,4,0,137,
"$375-$399",0,0,0,3,0,0,0,5,0,7,5,6,11,9,9,4,4,0,0,0,0,0,4,0,0,79,
"$400-$424",0,0,0,3,0,0,0,3,3,0,4,3,0,10,4,3,0,0,0,0,0,0,0,0,0,48,
"$425-$449",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"$450-$474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$500-$524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$550-$649",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,
"$650-$749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Not stated",6,9,3,3,0,7,0,6,8,7,3,7,3,3,0,0,0,0,0,0,0,0,4,6,6,81,
"Not applicable",9,43,16,42,88,268,138,244,311,334,308,253,234,416,218,130,56,29,21,17,9,3,229,119,778,4316,
"Total",22,84,25,104,235,483,388,516,628,670,581,429,364,615,309,172,83,33,27,23,6,7,367,171,785,7129,


" Elizabeth"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,24,
"$75-$99",0,0,0,17,13,5,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,51,
"$100-$124",0,3,7,10,40,89,15,5,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,211,
"$125-$149",0,0,4,11,21,19,16,7,4,6,7,4,0,0,0,0,0,0,4,0,0,0,0,9,0,114,
"$150-$174",0,6,0,6,28,33,26,23,10,9,3,3,0,0,3,0,0,0,0,0,0,0,3,9,0,169,
"$175-$199",0,3,3,7,26,35,32,17,11,18,8,5,0,10,0,0,0,0,0,0,0,0,8,3,0,192,
"$200-$224",0,10,3,11,14,34,31,39,43,34,21,6,7,18,3,0,0,0,0,0,0,0,14,14,0,312,
"$225-$249",0,0,4,7,20,27,37,44,32,33,30,18,9,12,3,3,0,0,0,0,0,0,6,4,0,300,
"$250-$274",3,3,5,3,15,23,35,36,42,47,40,27,16,8,9,0,0,5,0,0,0,0,20,4,0,348,
"$275-$299",0,7,0,6,7,9,20,25,19,30,25,15,10,8,9,0,9,0,0,0,0,0,6,4,0,204,
"$300-$324",0,0,0,4,8,3,11,14,17,21,13,8,3,10,4,3,0,0,0,0,0,0,7,3,0,141,
"$325-$349",0,0,0,0,0,3,7,3,0,6,6,3,0,10,6,0,0,0,0,0,0,0,3,0,0,51,
"$350-$374",0,0,0,0,0,12,15,7,7,8,0,3,9,0,0,0,0,0,0,0,0,0,0,5,0,64,
"$375-$399",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"$400-$424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,
"$425-$449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$450-$474",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"$475-$499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$500-$524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
"$525-$549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$550-$649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$650-$749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"Not stated",0,7,0,7,14,9,4,9,4,3,6,0,0,0,5,0,0,0,0,0,0,0,6,25,4,112,
"Not applicable",12,19,23,36,72,226,98,161,215,168,159,97,93,131,73,51,13,9,12,0,0,3,112,82,694,2560,
"Total",18,61,53,140,274,542,365,399,440,394,328,197,158,210,115,58,20,14,23,7,0,9,202,185,699,4901,


" Elizabeth East"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,15,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
"$75-$99",0,5,5,15,10,7,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,
"$100-$124",3,0,0,15,23,94,21,0,4,4,5,4,0,0,0,0,0,0,0,0,0,0,4,9,0,194,
"$125-$149",0,0,0,0,6,12,10,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,58,
"$150-$174",0,0,0,3,8,10,8,19,9,9,8,0,0,0,0,0,0,0,0,0,0,0,4,3,0,85,
"$175-$199",0,0,0,0,3,7,12,10,9,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,60,
"$200-$224",0,0,0,0,6,8,22,16,21,15,9,6,0,8,0,0,0,0,0,0,0,0,7,6,0,135,
"$225-$249",3,0,0,3,7,11,16,16,31,18,19,3,0,10,3,0,0,0,0,0,0,0,8,5,0,141,
"$250-$274",0,3,3,3,6,13,19,25,17,30,26,14,16,28,3,0,0,0,6,0,0,0,23,0,0,237,
"$275-$299",0,0,0,0,0,13,18,25,24,31,27,22,5,15,8,0,0,6,0,0,0,0,6,0,0,211,
"$300-$324",3,3,0,0,3,13,14,26,23,24,38,16,14,7,14,7,3,0,0,0,0,0,16,0,0,224,
"$325-$349",0,0,0,0,0,0,3,0,7,8,9,7,8,10,4,4,0,0,0,0,0,0,0,0,0,58,
"$350-$374",0,0,0,0,0,0,5,9,6,3,15,5,8,9,7,0,0,0,0,0,0,0,7,0,0,76,
