RNTRD Rent (weekly) Ranges,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)",Partial income stated,All incomes not stated,Not applicable,Total,Suburb
$550-$649,0,17,3,0,8,4,3,13,17,36,47,32,54,97,55,35,26,11,14,12,12,0,38,0,0,535, Varsity Lakes
$650-$749,0,7,0,3,0,0,0,3,5,7,8,16,10,35,33,11,12,5,8,9,0,0,18,0,0,193, Varsity Lakes
$750-$849,0,3,0,0,0,0,0,0,3,0,0,3,0,7,11,10,0,4,4,3,0,0,5,0,0,65, Varsity Lakes
$850-$949,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,4,0,4,0,0,24, Varsity Lakes
$950 and over,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,17, Varsity Lakes
Not stated,6,6,0,0,0,5,11,3,9,8,5,3,3,4,3,0,0,0,0,0,0,0,11,8,0,82, Varsity Lakes
Not applicable,9,62,15,39,45,208,110,199,220,283,249,191,209,435,317,282,136,72,125,67,47,9,199,61,536,4117, Varsity Lakes
Total,18,147,36,79,119,305,227,336,407,514,510,401,402,790,510,422,201,92,169,95,68,9,375,85,538,6855, Varsity Lakes
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Robina - East
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Robina - East
$100-$124,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11, Robina - East
$125-$149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Robina - East
$150-$174,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Robina - East
$175-$199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13, Robina - East
$200-$224,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17, Robina - East
$225-$249,0,3,4,0,4,0,3,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30, Robina - East
$250-$274,0,11,0,6,13,9,10,8,13,4,0,0,4,3,0,0,0,0,0,0,0,0,0,5,0,87, Robina - East
$275-$299,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10, Robina - East
$300-$324,0,0,0,0,0,4,3,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,25, Robina - East
$325-$349,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Robina - East
$350-$374,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,18, Robina - East
$375-$399,0,0,0,0,0,0,3,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9, Robina - East
$400-$424,0,0,0,0,0,0,8,6,5,3,9,0,0,3,4,0,0,0,0,0,0,0,0,0,0,37, Robina - East
$425-$449,0,0,0,0,0,3,3,9,6,9,3,4,8,8,3,0,0,0,0,0,0,0,0,0,0,60, Robina - East
$450-$474,0,3,0,0,4,4,0,9,10,12,18,16,11,14,7,6,5,0,0,3,0,0,6,0,0,119, Robina - East
$475-$499,0,0,0,0,0,0,6,5,8,3,5,3,8,22,12,6,0,0,0,0,0,0,10,0,0,93, Robina - East
$500-$524,0,0,0,0,0,0,4,11,12,14,13,24,22,28,15,13,7,0,5,0,0,0,9,0,0,177, Robina - East
$525-$549,0,3,0,0,0,0,0,3,3,8,6,8,3,24,16,8,3,0,0,0,0,0,6,0,0,95, Robina - East
$550-$649,0,0,0,5,0,0,9,4,14,29,21,29,32,65,55,43,23,9,15,5,3,0,30,0,0,406, Robina - East
$650-$749,0,0,0,4,0,5,4,5,4,12,9,19,8,28,18,24,13,9,12,0,9,0,18,0,0,200, Robina - East
$750-$849,0,0,0,0,0,0,0,0,8,0,9,3,5,12,4,8,10,8,9,8,4,0,9,0,0,101, Robina - East
$850-$949,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,5,4,0,3,3,7,0,0,0,0,38, Robina - East
$950 and over,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,4,3,0,3,0,0,6,0,0,34, Robina - East
Not stated,0,0,3,0,0,0,6,3,3,0,6,4,9,6,0,0,5,0,0,0,0,0,9,11,0,59, Robina - East
Not applicable,15,69,32,44,65,214,160,260,237,292,285,213,240,433,338,333,199,110,174,125,79,21,194,66,408,4611, Robina - East
Total,20,102,42,66,103,241,230,335,324,410,394,331,357,661,489,446,266,146,231,157,96,22,320,88,408,6269, Robina - East
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Robina - West
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Robina - West
$100-$124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Robina - West
$125-$149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Robina - West
$150-$174,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Robina - West
$175-$199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Robina - West
$200-$224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Robina - West
$225-$249,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,6, Robina - West
$250-$274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Robina - West
$275-$299,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Robina - West
$300-$324,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18, Robina - West
$325-$349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Robina - West
$350-$374,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11, Robina - West
$375-$399,0,0,0,0,0,0,0,3,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28, Robina - West
$400-$424,0,0,0,0,0,3,3,5,3,15,6,8,8,14,4,0,0,3,0,0,0,0,0,0,0,72, Robina - West
$425-$449,0,0,0,0,0,0,0,4,5,8,11,12,3,8,3,0,0,0,0,0,0,0,0,0,0,70, Robina - West
$450-$474,0,7,0,0,0,5,8,13,10,11,21,20,18,20,3,9,3,0,0,0,0,0,4,0,0,154, Robina - West
$475-$499,0,0,0,0,0,0,0,11,7,10,15,12,8,15,8,9,8,0,0,0,0,0,0,0,0,101, Robina - West
$500-$524,0,6,0,0,6,4,10,17,7,10,14,12,15,24,10,10,0,0,0,0,0,0,18,5,0,157, Robina - West
$525-$549,0,3,0,0,0,0,0,0,4,7,12,3,4,22,15,8,3,0,4,0,0,0,3,0,0,111, Robina - West
$550-$649,0,7,0,0,3,9,12,11,21,23,39,35,41,81,62,49,30,9,18,10,6,0,41,0,3,506, Robina - West
$650-$749,0,0,0,0,0,0,0,0,4,5,7,3,3,25,19,13,10,7,0,11,3,3,3,0,0,134, Robina - West
$750-$849,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,3,5,0,0,7,0,0,23, Robina - West
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3, Robina - West
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Robina - West
Not stated,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,6,0,28, Robina - West
Not applicable,15,57,23,27,24,158,82,153,160,169,172,116,129,228,126,92,85,28,66,31,24,11,83,56,334,2451, Robina - West
Total,24,78,28,38,43,182,131,235,238,275,307,229,235,452,268,203,135,50,99,61,31,15,165,68,340,3922, Robina - West
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ashmore
$75-$99,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ashmore
$100-$124,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14, Ashmore
$125-$149,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Ashmore
$150-$174,0,0,0,0,6,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27, Ashmore
$175-$199,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10, Ashmore
$200-$224,0,0,0,4,8,8,3,6,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,53, Ashmore
$225-$249,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15, Ashmore
$250-$274,0,0,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20, Ashmore
$275-$299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12, Ashmore
$300-$324,0,0,0,0,0,3,9,5,0,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40, Ashmore
$325-$349,0,0,0,0,0,5,4,0,9,6,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,36, Ashmore
$350-$374,0,0,0,0,0,3,5,5,7,6,11,5,5,3,4,0,0,0,0,0,0,0,4,0,0,63, Ashmore
$375-$399,0,0,0,0,0,0,8,3,0,4,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,43, Ashmore
$400-$424,0,0,0,0,0,3,3,3,13,18,10,7,7,10,5,3,0,0,0,0,0,0,8,0,0,92, Ashmore
$425-$449,0,0,0,0,6,0,0,4,4,7,9,11,11,4,5,0,0,0,0,0,0,0,0,0,0,61, Ashmore
$450-$474,0,0,0,0,0,0,3,7,8,10,15,7,3,14,8,5,3,0,0,0,0,0,14,0,0,98, Ashmore
$475-$499,0,0,0,0,0,0,0,0,0,16,3,5,10,15,7,0,0,0,0,0,0,0,0,0,0,61, Ashmore
$500-$524,0,0,0,0,4,0,5,4,9,9,10,10,9,18,8,6,0,0,3,0,0,0,4,0,0,87, Ashmore
$525-$549,0,0,0,0,0,0,3,4,0,5,4,4,3,10,6,0,5,0,0,0,0,0,0,0,0,43, Ashmore
$550-$649,0,0,0,0,0,4,0,0,9,9,10,4,17,29,16,15,13,3,8,0,0,0,12,0,0,154, Ashmore
$650-$749,0,0,0,0,0,0,0,4,0,3,7,4,4,20,17,4,5,3,4,0,0,0,6,0,0,85, Ashmore
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,4,0,0,33, Ashmore
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Ashmore
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10, Ashmore
Not stated,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,37, Ashmore
Not applicable,12,41,22,42,49,293,131,231,216,226,243,168,152,374,248,215,144,90,110,90,72,30,144,75,545,3957, Ashmore
Total,13,51,27,50,86,346,193,293,284,320,354,246,225,513,328,262,178,105,128,95,77,31,211,94,545,5066, Ashmore
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Molendinar
$75-$99,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14, Molendinar
$100-$124,0,0,0,0,7,10,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,35, Molendinar
$125-$149,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15, Molendinar
$150-$174,0,0,0,0,0,5,3,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34, Molendinar
$175-$199,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17, Molendinar
$200-$224,0,0,5,0,0,0,0,4,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26, Molendinar
$225-$249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Molendinar
$250-$274,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13, Molendinar
$275-$299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Molendinar
$300-$324,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19, Molendinar
$325-$349,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13, Molendinar
$350-$374,0,0,0,0,0,0,5,5,4,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28, Molendinar
$375-$399,0,0,0,0,0,0,4,5,3,9,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,36, Molendinar
$400-$424,0,0,0,0,0,0,4,4,9,13,3,6,0,3,10,0,0,0,0,0,0,0,4,0,0,52, Molendinar
$425-$449,0,0,0,0,0,0,0,7,4,4,6,6,4,5,0,0,0,0,0,0,0,0,0,0,0,32, Molendinar
$450-$474,0,0,0,0,0,0,0,3,0,5,4,5,5,4,3,0,0,0,0,0,0,0,0,0,0,35, Molendinar
$475-$499,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17, Molendinar
$500-$524,0,0,0,0,0,0,0,5,0,0,0,4,0,4,3,4,0,0,0,0,0,0,0,0,0,26, Molendinar
$525-$549,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14, Molendinar
$550-$649,0,0,0,0,0,0,7,0,6,9,10,15,9,16,14,11,6,7,0,9,0,0,18,0,0,139, Molendinar
$650-$749,0,0,0,0,0,0,0,4,0,0,4,5,4,16,13,7,7,4,3,0,7,0,11,0,0,80, Molendinar
$750-$849,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,4,0,0,29, Molendinar
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7, Molendinar
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Molendinar
Not stated,0,0,3,0,0,4,0,0,3,7,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,34, Molendinar
Not applicable,9,19,8,8,23,57,37,75,75,76,103,79,81,182,124,119,77,29,45,24,17,5,94,14,169,1534, Molendinar
Total,5,25,14,17,48,90,66,115,129,139,165,133,122,248,184,146,94,44,55,36,27,3,145,23,172,2263, Molendinar
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Parkwood
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Parkwood
$100-$124,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Parkwood
$125-$149,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Parkwood
$150-$174,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,13, Parkwood
$175-$199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9, Parkwood
$200-$224,0,4,0,6,0,0,3,0,4,6,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,33, Parkwood
$225-$249,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Parkwood
$250-$274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Parkwood
$275-$299,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Parkwood
$300-$324,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17, Parkwood
$325-$349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Parkwood
$350-$374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13, Parkwood
$375-$399,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6, Parkwood
$400-$424,0,0,0,0,0,0,0,4,0,9,3,7,4,6,0,0,0,0,0,0,0,0,0,0,0,44, Parkwood
$425-$449,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,21, Parkwood
$450-$474,0,0,0,0,0,3,0,3,6,5,7,11,8,15,0,4,0,0,0,0,0,0,5,0,0,71, Parkwood
$475-$499,0,0,0,0,0,0,0,3,4,0,4,5,5,7,6,0,0,0,0,0,0,0,0,0,0,48, Parkwood
$500-$524,0,0,0,0,0,0,0,5,5,0,9,5,3,18,4,10,5,4,0,0,0,0,7,0,0,69, Parkwood
$525-$549,0,0,0,0,0,0,0,0,3,4,3,0,3,14,10,5,0,0,0,0,0,0,3,0,0,49, Parkwood
$550-$649,0,3,0,0,0,6,4,3,8,19,15,19,14,34,21,21,14,8,10,9,0,0,21,0,0,225, Parkwood
$650-$749,0,0,0,0,0,0,0,0,9,5,3,3,3,19,13,13,10,0,4,0,0,0,12,0,0,99, Parkwood
$750-$849,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,4,0,0,0,0,0,0,9,0,0,30, Parkwood
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8, Parkwood
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3, Parkwood
Not stated,0,3,0,3,0,3,0,5,0,0,0,3,5,4,0,0,0,0,3,0,3,0,0,9,0,41, Parkwood
Not applicable,3,30,14,19,28,71,48,96,97,113,140,117,91,243,181,157,105,75,77,56,51,10,112,30,185,2143, Parkwood
Total,0,45,12,28,41,87,73,123,130,169,201,173,144,380,260,226,132,96,103,71,52,15,190,41,184,2981, Parkwood
$1-$74,0,0,0,6,8,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26, Southport - North
$75-$99,0,0,0,3,8,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35, Southport - North
$100-$124,0,3,3,13,27,66,9,9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,162, Southport - North
$125-$149,0,0,4,0,8,8,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45, Southport - North
$150-$174,0,3,0,3,6,15,11,10,8,7,4,0,0,3,0,0,0,0,0,0,0,0,3,3,0,73, Southport - North
$175-$199,0,0,0,0,0,9,10,8,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,45, Southport - North
$200-$224,0,0,3,8,3,10,7,0,7,9,4,5,4,0,0,0,0,0,0,0,0,0,3,0,0,71, Southport - North
$225-$249,0,0,0,0,3,3,5,3,6,3,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,32, Southport - North
$250-$274,0,6,0,3,12,9,29,16,14,3,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,115, Southport - North
$275-$299,0,4,0,0,5,8,26,14,6,11,9,3,0,5,0,0,0,0,0,0,0,0,5,3,0,109, Southport - North
$300-$324,4,4,0,8,16,33,58,45,56,49,50,22,20,13,12,4,0,0,0,0,0,0,7,0,0,406, Southport - North
$325-$349,0,3,0,7,8,10,48,51,39,48,30,25,18,12,8,0,0,0,3,0,0,0,7,4,0,324, Southport - North
$350-$374,3,16,3,6,12,22,54,49,76,82,55,47,19,46,12,7,0,0,0,0,3,0,11,4,0,532, Southport - North
$375-$399,0,17,0,9,11,28,29,35,49,84,87,44,31,45,23,15,0,3,0,0,0,0,12,3,0,534, Southport - North
$400-$424,0,20,9,8,13,18,35,34,49,70,90,66,50,68,24,17,3,3,5,0,0,0,17,7,0,603, Southport - North
$425-$449,0,12,3,9,14,20,24,45,48,64,81,64,42,82,43,17,3,9,3,7,0,0,28,4,0,605, Southport - North
$450-$474,0,19,0,6,8,9,17,22,32,43,54,41,30,74,43,17,7,4,13,0,0,4,27,3,0,467, Southport - North
$475-$499,3,4,0,0,5,5,4,7,9,20,12,16,9,23,18,5,0,0,0,0,0,0,7,0,0,162, Southport - North
$500-$524,0,12,0,0,3,10,8,10,23,20,22,29,25,38,25,11,4,3,10,0,0,0,14,0,0,272, Southport - North
$525-$549,0,0,0,0,0,3,3,6,7,6,11,14,5,16,11,3,6,0,4,3,0,0,4,0,0,109, Southport - North
$550-$649,0,17,0,5,4,7,11,19,17,22,34,21,23,56,36,27,12,9,14,9,4,0,31,0,0,385, Southport - North
$650-$749,0,0,0,0,4,0,0,7,3,0,8,0,3,18,13,6,0,0,3,0,0,0,8,0,0,75, Southport - North
$750-$849,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23, Southport - North
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13, Southport - North
$950 and over,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0,0,0,20, Southport - North
Not stated,0,8,3,9,5,3,9,11,8,9,4,3,4,3,3,0,0,4,0,0,0,0,16,27,0,139, Southport - North
Not applicable,16,67,19,51,86,236,145,200,229,220,230,140,153,238,110,113,41,32,44,23,20,8,99,141,1580,4254, Southport - North
Total,34,225,61,146,287,553,549,613,710,789,823,544,454,753,384,252,94,68,111,47,31,15,312,217,1580,9647, Southport - North
$1-$74,0,0,0,8,6,8,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30, Southport - South
$75-$99,0,0,0,4,9,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33, Southport - South
$100-$124,0,0,3,7,28,41,14,3,3,9,6,0,6,6,0,0,0,0,0,0,0,0,0,5,0,115, Southport - South
$125-$149,0,0,0,5,5,14,10,7,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,55, Southport - South
$150-$174,0,0,0,0,0,3,3,19,6,4,6,5,0,3,0,0,0,0,0,0,0,0,4,0,0,56, Southport - South
$175-$199,0,0,0,0,0,3,8,4,6,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,50, Southport - South
$200-$224,0,0,0,0,4,13,15,8,15,5,9,5,3,0,0,0,0,0,0,0,0,0,3,0,0,86, Southport - South
$225-$249,0,0,0,0,0,0,0,3,7,0,3,0,3,5,0,4,0,0,0,0,0,0,0,0,0,38, Southport - South
$250-$274,0,5,0,3,6,6,25,10,10,9,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,85, Southport - South
$275-$299,0,4,0,3,0,10,16,13,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59, Southport - South
$300-$324,0,4,3,7,3,15,22,12,25,14,22,12,10,11,0,0,0,0,3,0,0,0,7,6,0,184, Southport - South
$325-$349,0,8,0,0,10,3,13,13,15,14,24,11,11,11,8,3,0,0,0,0,0,0,4,0,0,150, Southport - South
$350-$374,0,4,0,0,6,8,15,21,30,27,27,18,19,19,4,4,0,3,0,0,0,0,6,0,0,229, Southport - South
$375-$399,0,3,0,4,10,16,9,10,25,26,19,15,14,22,14,6,5,0,3,0,0,0,3,0,0,198, Southport - South
$400-$424,0,10,0,3,7,4,12,22,31,28,44,35,18,48,10,4,9,0,0,0,0,0,10,0,0,291, Southport - South
$425-$449,0,3,0,0,0,7,9,16,23,20,26,16,15,27,9,4,4,0,0,0,0,0,3,0,0,196, Southport - South
$450-$474,0,6,5,4,5,0,14,14,17,35,37,32,35,38,22,12,11,0,3,0,0,0,24,0,0,312, Southport - South
$475-$499,0,4,0,8,0,10,4,10,7,14,18,15,18,28,20,7,3,0,0,0,0,0,22,0,0,190, Southport - South
$500-$524,0,6,0,0,4,5,8,6,11,21,23,23,31,42,25,21,11,0,3,0,0,0,20,0,0,258, Southport - South
$525-$549,0,3,0,0,4,0,0,6,11,10,8,9,11,21,14,7,0,0,0,0,0,0,10,0,0,114, Southport - South
$550-$649,0,13,0,15,9,12,15,19,24,37,38,39,21,73,40,51,26,6,18,8,3,0,46,5,3,500, Southport - South
$650-$749,0,4,0,0,0,0,3,5,7,6,13,4,8,25,23,13,12,0,10,11,3,4,13,0,0,177, Southport - South
$750-$849,0,0,0,0,0,0,0,0,0,3,9,0,3,9,4,6,8,4,3,3,4,0,6,0,0,60, Southport - South
$850-$949,0,0,0,3,0,0,0,0,0,6,0,0,0,3,6,0,5,0,6,0,0,0,0,0,0,32, Southport - South
$950 and over,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,4,3,0,0,0,36, Southport - South
Not stated,0,15,3,3,10,11,7,6,5,7,7,5,3,10,4,0,6,0,0,4,0,0,12,17,0,131, Southport - South
Not applicable,13,95,40,62,115,340,185,277,279,317,280,211,208,389,207,209,119,58,129,91,76,38,197,123,1118,5185, Southport - South
Total,26,185,68,145,241,534,413,505,573,619,620,459,443,797,415,363,207,78,194,124,98,43,397,160,1126,8844, Southport - South
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Benowa
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Benowa
$100-$124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Benowa
$125-$149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Benowa
$150-$174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Benowa
$175-$199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Benowa
$200-$224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Benowa
